0		0	0				
7	1	0	0	-42.2953	-73.2577	-42.2953	-73.2577
0	0	0	0	0	0	0	0
7	1	0	0	42.2329	-73.2416	42.2329	-73.2416
0	0	0	0	0	0	0	0
7	1	0	0	-0.0367	-69.7719	-0.0367	-69.7719
0	0	0	0	0	0	0	0
7	1	0	0	-36.2501	-62.787	-36.2501	-62.787
0	0	0	0	0	0	0	0
7	1	0	0	36.193	-62.787	36.193	-62.787
0	0	0	0	0	0	0	0
7	1	0	0	-30.2132	-52.3308	-30.2132	-52.3308
0	0	0	0	0	0	0	0
7	1	0	0	30.1561	-52.3308	30.1561	-52.3308
0	0	0	0	0	0	0	0
7	1	0	0	24.1191	-41.8745	24.1191	-41.8745
0	0	0	0	0	0	0	0
7	1	0	0	-66.4377	-38.3908	-66.4377	-38.3908
0	0	0	0	0	0	0	0
7	1	0	0	66.3806	-38.3874	66.3806	-38.3874
0	0	0	0	0	0	0	0
7	1	0	0	-18.1393	-31.4183	-18.1393	-31.4183
0	0	0	0	0	0	0	0
7	1	0	0	-12.1027	-20.9624	-12.1027	-20.9624
0	0	0	0	0	0	0	0
7	1	0	0	12.0453	-20.962	12.0453	-20.962
0	0	0	0	0	0	0	0
7	1	0	0	-6.0655	-10.5057	-6.0655	-10.5057
0	0	0	0	0	0	0	0
7	1	0	0	6.0084	-10.5057	6.0084	-10.5057
0	0	0	0	0	0	0	0
7	1	0	0	-72.4717	-0.0495	-72.4717	-0.0495
0	0	0	0	0	0	0	0
7	1	0	0	-60.3978	-0.0495	-60.3978	-0.0495
0	0	0	0	0	0	0	0
7	1	0	0	-48.324	-0.0495	-48.324	-0.0495
0	0	0	0	0	0	0	0
7	1	0	0	-24.1763	-0.0495	-24.1763	-0.0495
0	0	0	0	0	0	0	0
7	1	0	0	-12.1024	-0.0495	-12.1024	-0.0495
0	0	0	0	0	0	0	0
7	1	0	0	-0.0286	-0.0495	-0.0286	-0.0495
0	0	0	0	0	0	0	0
7	1	0	0	12.0453	-0.0495	12.0453	-0.0495
0	0	0	0	0	0	0	0
7	1	0	0	24.1191	-0.0495	24.1191	-0.0495
0	0	0	0	0	0	0	0
7	1	0	0	36.193	-0.0495	36.193	-0.0495
0	0	0	0	0	0	0	0
7	1	0	0	60.3407	-0.0495	60.3407	-0.0495
0	0	0	0	0	0	0	0
7	1	0	0	72.4145	-0.0495	72.4145	-0.0495
0	0	0	0	0	0	0	0
7	1	0	0	84.4884	-0.046	84.4884	-0.046
0	0	0	0	0	0	0	0
7	1	0	0	6.0072	10.4049	6.0072	10.4049
0	0	0	0	0	0	0	0
7	1	0	0	-6.0655	10.4068	-6.0655	10.4068
0	0	0	0	0	0	0	0
7	1	0	0	-12.1024	20.8631	-12.1024	20.8631
0	0	0	0	0	0	0	0
7	1	0	0	12.0454	20.8632	12.0454	20.8632
0	0	0	0	0	0	0	0
7	1	0	0	-18.1393	31.3193	-18.1393	31.3193
0	0	0	0	0	0	0	0
7	1	0	0	60.3407	34.8047	60.3407	34.8047
0	0	0	0	0	0	0	0
7	1	0	0	-60.4008	34.8065	-60.4008	34.8065
0	0	0	0	0	0	0	0
7	1	0	0	24.1169	41.7718	24.1169	41.7718
0	0	0	0	0	0	0	0
7	1	0	0	-30.2132	52.2318	-30.2132	52.2318
0	0	0	0	0	0	0	0
7	1	0	0	-36.2501	62.6881	-36.2501	62.6881
0	0	0	0	0	0	0	0
7	1	0	0	36.193	62.6881	36.193	62.6881
0	0	0	0	0	0	0	0
7	1	0	0	-42.2191	73.1801	-42.2191	73.1801
0	0	0	0	0	0	0	0
7	1	0	0	-0.0316	76.6315	-0.0316	76.6315
